latency,http2_time,http3_time,better_protocol
14.0,0.093345,0.0694255,HTTP/3
15.0,0.10077799999999999,0.07205466666666667,HTTP/3
16.0,0.0753125,0.06364500000000001,HTTP/3
17.0,0.08504033333333333,0.07069399999999999,HTTP/3
